idGame,idTeam,idPlayer,MinutesPlayed,FieldGoals,FGAttempts,FGPerc,3PTSFG,3PFGAttempts,3PFGPerc,FreeThrows,FreeThrowsAttempts,FTPerc,OffRbds,DefRbds,TotalRbds,"Assists","Steals","Blocks","Turnovers",Fouls,Points,Punctuation
"43","Brooklyn Nets","Mike James","30:15","5","11",".455","2","4",".500","0","0","","1","6","7","3","0","0","0","3","12","+12"
"43","Brooklyn Nets","Bruce Brown","21:20","2","5",".400","0","1",".000","2","2","1.000","0","4","4","3","1","2","0","3","6","+3"
"43","Brooklyn Nets","Nic Claxton","14:20","1","2",".500","0","0","","2","3",".667","0","3","3","1","1","1","0","2","4","+11"
"43","Brooklyn Nets","Landry Shamet","12:10","1","3",".333","0","1",".000","0","0","","0","0","0","2","0","0","0","0","2","+10"
"43","Brooklyn Nets","Chris Chiozza","1:26","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-6"
"43","Brooklyn Nets","Alize Johnson","1:26","0","0","","0","0","","0","0","","0","1","1","0","0","0","0","0","0","-6"
"43","Brooklyn Nets","Tyler Johnson","1:26","0","1",".000","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-6"
"43","Brooklyn Nets","Timothé Luwawu-Cabarrot","1:26","0","1",".000","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-6"
"43","Brooklyn Nets","Reggie Perry","1:26","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","1","0","-6"
"43","Brooklyn Nets","DeAndre Jordan","Did Not Play",,,,,,,,,,,,,,,,,,,
"44","Atlanta Hawks","Trae Young","39:01","11","23",".478","4","11",".364","9","9","1.000","0","2","2","10","2","0","4","3","35","-11"
"44","Atlanta Hawks","Bogdan Bogdanović","36:03","7","17",".412","5","12",".417","2","2","1.000","0","4","4","5","1","0","3","3","21","0"
"44","Atlanta Hawks","John Collins","33:52","7","9",".778","3","4",".750","4","4","1.000","1","3","4","2","2","0","3","4","21","-12"
"44","Atlanta Hawks","Clint Capela","32:27","5","9",".556","0","0","","1","2",".500","2","8","10","0","1","1","1","5","11","-4"
"44","Atlanta Hawks","Solomon Hill","25:00","2","7",".286","2","7",".286","0","0","","0","3","3","0","1","1","0","4","6","-10"
"44","Atlanta Hawks","Kevin Huerter","28:50","6","9",".667","3","6",".500","0","0","","0","5","5","4","1","0","1","3","15","+8"
"44","Atlanta Hawks","Danilo Gallinari","17:53","2","4",".500","1","2",".500","4","4","1.000","0","2","2","0","0","0","1","0","9","+11"
"44","Atlanta Hawks","Onyeka Okongwu","11:54","1","1","1.000","0","0","","0","0","","0","3","3","1","2","1","1","4","2","+13"
"44","Atlanta Hawks","Lou Williams","11:05","3","6",".500","2","4",".500","0","0","","0","2","2","1","0","0","1","0","8","+16"
"44","Atlanta Hawks","Tony Snell","3:55","0","1",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","0","0","+9"
"44","Atlanta Hawks","DeAndre Hunter","Did Not Dress",,,,,,,,,,,,,,,,,,,
"44","Atlanta Hawks","Skylar Mays","Did Not Play",,,,,,,,,,,,,,,,,,,
"44","Atlanta Hawks","Bruno Fernando","Did Not Play",,,,,,,,,,,,,,,,,,,
"44","Atlanta Hawks","Nathan Knight","Did Not Play",,,,,,,,,,,,,,,,,,,
"44","Philadelphia 76ers","Joel Embiid","38:03","12","21",".571","1","3",".333","14","15",".933","2","7","9","4","1","3","4","4","39","+13"
"44","Philadelphia 76ers","Ben Simmons","37:13","7","7","1.000","0","0","","3","10",".300","0","4","4","10","4","1","5","4","17","+4"
"44","Philadelphia 76ers","Seth Curry","36:23","7","12",".583","5","9",".556","2","2","1.000","0","4","4","3","0","0","0","2","21","+16"
"44","Philadelphia 76ers","Tobias Harris","35:52","8","13",".615","1","4",".250","3","4",".750","2","8","10","3","3","0","3","0","20","+9"
"44","Philadelphia 76ers","Danny Green","29:55","2","7",".286","0","4",".000","0","0","","1","1","2","4","2","0","1","4","4","+5"
"44","Philadelphia 76ers","Matisse Thybulle","18:35","4","6",".667","2","4",".500","0","0","","0","1","1","1","1","1","0","2","10","-12"
"44","Philadelphia 76ers","Tyrese Maxey","13:46","2","8",".250","0","2",".000","2","4",".500","0","2","2","0","0","0","1","3","6","-9"
"44","Philadelphia 76ers","Furkan Korkmaz","10:54","3","5",".600","1","2",".500","0","0","","1","3","4","0","0","0","1","0","7","-12"
"44","Philadelphia 76ers","George Hill","10:30","0","2",".000","0","1",".000","0","0","","1","0","1","0","0","0","1","1","0","-17"
"44","Philadelphia 76ers","Dwight Howard","8:11","0","1",".000","0","0","","0","0","","1","3","4","0","1","0","2","2","0","-15"
"44","Philadelphia 76ers","Shake Milton","0:38","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","0","0","-2"
"44","Philadelphia 76ers","Mike Scott","Did Not Play",,,,,,,,,,,,,,,,,,,
"44","Philadelphia 76ers","Anthony Tolliver","Did Not Play",,,,,,,,,,,,,,,,,,,
"44","Philadelphia 76ers","Isaiah Joe","Did Not Play",,,,,,,,,,,,,,,,,,,
"44","Philadelphia 76ers","Paul Reed","Did Not Play",,,,,,,,,,,,,,,,,,,
"45","Dallas Mavericks","Luka Dončić","44:52","17","30",".567","5","11",".455","7","11",".636","0","7","7","14","0","0","6","3","46","-9"
"45","Dallas Mavericks","Kristaps Porziņģis","42:51","6","12",".500","0","5",".000","4","4","1.000","1","10","11","1","2","0","0","3","16","-8"
"45","Dallas Mavericks","Tim Hardaway Jr.","42:35","5","14",".357","1","9",".111","0","0","","0","3","3","1","1","0","1","3","11","-15"
"45","Dallas Mavericks","Dorian Finney-Smith","39:23","7","13",".538","4","7",".571","0","1",".000","6","4","10","2","0","0","4","5","18","+1"
"45","Dallas Mavericks","Boban Marjanović","31:23","7","11",".636","0","0","","0","1",".000","6","4","10","3","0","1","1","4","14","-1"
"45","Dallas Mavericks","Jalen Brunson","10:26","1","3",".333","0","0","","0","0","","2","2","4","1","0","0","0","0","2","-11"
"45","Dallas Mavericks","Maxi Kleber","9:18","0","2",".000","0","2",".000","0","0","","0","0","0","0","1","0","0","1","0","-12"
"45","Dallas Mavericks","Trey Burke","7:46","0","3",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","1","0","-10"
"45","Dallas Mavericks","Josh Richardson","6:04","0","1",".000","0","1",".000","0","0","","0","0","0","0","0","0","2","0","0","-8"
"45","Dallas Mavericks","Dwight Powell","5:22","2","2","1.000","0","0","","0","0","","1","1","2","0","0","0","0","1","4","-2"
"45","Dallas Mavericks","Josh Green","Did Not Play",,,,,,,,,,,,,,,,,,,
"45","Dallas Mavericks","Willie Cauley-Stein","Did Not Play",,,,,,,,,,,,,,,,,,,
"45","Dallas Mavericks","Tyler Bey","Did Not Play",,,,,,,,,,,,,,,,,,,
"45","Dallas Mavericks","Nate Hinton","Did Not Play",,,,,,,,,,,,,,,,,,,
"45","Dallas Mavericks","Nicolò Melli","Did Not Play",,,,,,,,,,,,,,,,,,,
"45","Los Angeles Clippers","Paul George","43:23","5","15",".333","2","8",".250","10","10","1.000","2","4","6","10","3","0","4","4","22","+10"
"45","Los Angeles Clippers","Kawhi Leonard","42:04","10","15",".667","1","3",".333","7","7","1.000","1","9","10","9","4","1","0","5","28","+8"
"45","Los Angeles Clippers","Nicolas Batum","41:35","4","7",".571","1","4",".250","2","2","1.000","3","4","7","5","2","1","1","1","11","+5"
"45","Los Angeles Clippers","Marcus Morris","30:12","8","15",".533","7","9",".778","0","0","","1","4","5","2","0","0","0","3","23","+15"
"45","Los Angeles Clippers","Reggie Jackson","28:20","4","10",".400","3","8",".375","4","4","1.000","0","1","1","1","1","0","1","2","15","+3"
"45","Los Angeles Clippers","Terance Mann","26:11","5","10",".500","2","3",".667","1","1","1.000","1","4","5","1","1","0","0","3","13","+14"
"45","Los Angeles Clippers","Luke Kennard","14:31","4","6",".667","3","5",".600","0","0","","0","1","1","1","0","0","1","1","11","+14"
"45","Los Angeles Clippers","Rajon Rondo","9:17","1","4",".250","1","3",".333","0","0","","0","0","0","0","0","0","0","2","3","+3"
"45","Los Angeles Clippers","Ivica Zubac","2:36","0","0","","0","0","","0","0","","0","0","0","1","0","0","1","0","0","+3"
"45","Los Angeles Clippers","Amir Coffey","0:37","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0"
"45","Los Angeles Clippers","Yogi Ferrell","0:37","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0"
"45","Los Angeles Clippers","Daniel Oturu","0:37","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0"
"45","Los Angeles Clippers","Patrick Patterson","Did Not Play",,,,,,,,,,,,,,,,,,,
"45","Los Angeles Clippers","Patrick Beverley","Did Not Play",,,,,,,,,,,,,,,,,,,
"45","Los Angeles Clippers","DeMarcus Cousins","Did Not Play",,,,,,,,,,,,,,,,,,,
"46","Milwaukee Bucks","Jrue Holiday","34:08","6","10",".600","1","2",".500","0","0","","1","3","4","3","0","0","1","0","13","-27"
"46","Milwaukee Bucks","Khris Middleton","33:34","7","20",".350","3","8",".375","0","0","","1","4","5","1","1","0","5","1","17","-30"
"46","Milwaukee Bucks","Giannis Antetokounmpo","30:47","8","15",".533","0","3",".000","2","7",".286","1","10","11","4","0","1","3","2","18","-22"
"46","Milwaukee Bucks","Brook Lopez","25:32","4","10",".400","2","3",".667","0","0","","3","3","6","2","0","1","1","2","10","-15"
"46","Milwaukee Bucks","P.J. Tucker","22:07","1","2",".500","0","1",".000","0","0","","2","1","3","0","0","0","1","2","2","-9"
"46","Milwaukee Bucks","Bryn Forbes","21:32","4","6",".667","2","4",".500","0","0","","1","1","2","2","0","0","1","0","10","-22"
"46","Milwaukee Bucks","Bobby Portis","17:16","1","5",".200","0","2",".000","0","0","","0","2","2","0","0","1","1","1","2","-26"
"46","Milwaukee Bucks","Pat Connaughton","13:46","0","1",".000","0","1",".000","0","0","","1","3","4","0","0","0","1","0","0","-21"
"46","Milwaukee Bucks","Thanasis Antetokounmpo","9:27","0","1",".000","0","0","","2","2","1.000","0","0","0","0","0","0","1","2","2","-9"
"46","Milwaukee Bucks","Elijah Bryant","9:03","3","6",".500","0","2",".000","0","0","","0","3","3","0","0","0","0","0","6","-6"
"46","Milwaukee Bucks","Jeff Teague","7:22","0","2",".000","0","0","","0","0","","0","1","1","1","0","0","0","0","0","-16"
"46","Milwaukee Bucks","Sam Merrill","5:36","0","2",".000","0","1",".000","0","0","","0","0","0","0","0","0","1","0","0","-1"
"46","Milwaukee Bucks","Mamadi Diakite","5:12","0","1",".000","0","0","","0","0","","0","2","2","0","0","0","0","2","0","+2"
"46","Milwaukee Bucks","Justin Jackson","4:38","3","3","1.000","0","0","","0","0","","1","0","1","1","1","0","0","0","6","+7"
"46","Milwaukee Bucks","Axel Toupane","Did Not Play",,,,,,,,,,,,,,,,,,,
"46","Brooklyn Nets","Kyrie Irving","33:50","9","17",".529","4","8",".500","0","0","","0","5","5","6","1","0","1","1","22","+23"
"46","Brooklyn Nets","Kevin Durant","32:51","12","18",".667","4","6",".667","4","5",".800","0","4","4","6","1","1","3","2","32","+27"
"46","Brooklyn Nets","Joe Harris","30:20","5","12",".417","3","7",".429","0","0","","0","1","1","0","1","0","1","4","13","+25"
"46","Brooklyn Nets","Blake Griffin","25:50","3","4",".750","1","2",".500","0","0","","1","7","8","1","1","1","0","3","7","+12"
"46","Brooklyn Nets","Bruce Brown","25:41","6","10",".600","1","2",".500","0","0","","3","3","6","4","0","0","0","2","13","+7"
"46","Brooklyn Nets","Mike James","23:51","4","12",".333","2","4",".500","0","0","","1","2","3","3","1","0","0","1","10","+30"
"46","Brooklyn Nets","Landry Shamet","15:45","3","5",".600","3","5",".600","0","0","","0","3","3","2","1","0","0","0","9","+24"
"46","Brooklyn Nets","Nic Claxton","14:17","2","3",".667","0","0","","0","0","","2","2","4","0","1","1","0","1","4","+17"
"46","Brooklyn Nets","Tyler Johnson","9:03","0","2",".000","0","2",".000","2","2","1.000","0","0","0","3","0","0","0","0","2","+6"
"46","Brooklyn Nets","Timothé Luwawu-Cabarrot","7:33","1","3",".333","1","2",".500","0","0","","0","1","1","1","0","0","0","0","3","+8"
"46","Brooklyn Nets","Alize Johnson","7:33","1","3",".333","0","0","","0","0","","1","3","4","0","1","0","1","1","2","+8"
"46","Brooklyn Nets","Reggie Perry","7:02","3","4",".750","2","3",".667","0","0","","1","1","2","0","0","0","2","1","8","+5"
"46","Brooklyn Nets","Chris Chiozza","6:24","0","1",".000","0","1",".000","0","0","","0","1","1","1","0","0","0","1","0","+3"
"46","Brooklyn Nets","DeAndre Jordan","Did Not Play",,,,,,,,,,,,,,,,,,,
"47","Denver Nuggets","Nikola Jokić","36:25","10","23",".435","2","5",".400","0","0","","2","7","9","3","2","3","4","2","22","-13"
"47","Denver Nuggets","Facundo Campazzo","36:05","5","9",".556","3","6",".500","1","1","1.000","0","4","4","6","2","0","3","4","14","-14"
"47","Denver Nuggets","Austin Rivers","31:13","2","7",".286","1","4",".250","2","2","1.000","1","2","3","4","0","0","2","3","7","0"
"47","Denver Nuggets","Michael Porter Jr.","30:58","6","13",".462","3","8",".375","0","0","","1","6","7","2","0","0","0","3","15","-8"
"47","Denver Nuggets","Aaron Gordon","29:15","8","14",".571","0","3",".000","2","2","1.000","3","1","4","2","3","0","1","1","18","+2"
"47","Denver Nuggets","Monte Morris","23:11","1","10",".100","0","4",".000","0","0","","0","1","1","6","2","0","0","1","2","-28"
"47","Denver Nuggets","JaMychal Green","23:09","4","5",".800","2","3",".667","0","0","","4","7","11","1","0","0","0","0","10","-15"
"47","Denver Nuggets","Paul Millsap","12:33","4","6",".667","1","3",".333","0","1",".000","0","1","1","1","0","1","1","1","9","-12"
"47","Denver Nuggets","Markus Howard","8:11","1","2",".500","1","2",".500","0","0","","0","0","0","0","0","0","0","2","3","-1"
"47","Denver Nuggets","Zeke Nnaji","2:15","1","1","1.000","1","1","1.000","0","0","","0","0","0","0","0","0","0","0","3","+1"
"47","Denver Nuggets","Shaquille Harrison","2:15","1","1","1.000","0","0","","0","0","","0","1","1","0","0","0","0","0","2","+1"
"47","Denver Nuggets","Bol Bol","2:15","0","1",".000","0","1",".000","0","0","","0","0","0","1","0","0","0","0","0","+1"
"47","Denver Nuggets","Vlatko Čančar","2:15","0","0","","0","0","","0","0","","0","0","0","0","1","0","0","0","0","+1"
"47","Denver Nuggets","JaVale McGee","Did Not Play",,,,,,,,,,,,,,,,,,,
"47","Phoenix Suns","Devin Booker","38:22","8","12",".667","1","4",".250","4","6",".667","0","4","4","8","1","0","5","3","21","+12"
"47","Phoenix Suns","Deandre Ayton","36:25","9","13",".692","0","0","","2","2","1.000","3","7","10","0","1","0","1","1","20","+13"
"47","Phoenix Suns","Chris Paul","35:37","8","14",".571","2","3",".667","3","3","1.000","1","5","6","11","1","0","1","2","21","+13"
"47","Phoenix Suns","Mikal Bridges","34:15","8","12",".667","4","8",".500","3","3","1.000","1","4","5","5","2","1","1","1","23","+12"
"47","Phoenix Suns","Jae Crowder","30:47","5","13",".385","3","9",".333","1","1","1.000","0","5","5","1","0","0","0","2","14","+12"
"47","Phoenix Suns","Cameron Payne","19:46","3","8",".375","1","3",".333","0","0","","0","2","2","3","1","1","1","1","7","+10"
"47","Phoenix Suns","Torrey Craig","17:13","3","7",".429","2","5",".400","1","2",".500","2","6","8","0","0","2","0","1","9","+5"
"47","Phoenix Suns","Cameron Johnson","13:45","0","2",".000","0","2",".000","2","2","1.000","0","1","1","1","1","0","0","0","2","+5"
"47","Phoenix Suns","Dario Šarić","9:20","2","4",".500","0","0","","1","1","1.000","0","2","2","0","1","0","0","1","5","+5"
"47","Phoenix Suns","Jevon Carter","2:15","0","0","","0","0","","0","0","","0","1","1","0","0","0","0","0","0","-1"
"47","Phoenix Suns","Jalen Smith","2:15","0","0","","0","0","","0","0","","0","0","0","1","0","0","1","0","0","-1"
"47","Phoenix Suns","Langston Galloway","Did Not Play",,,,,,,,,,,,,,,,,,,
"47","Phoenix Suns","Frank Kaminsky","Did Not Play",,,,,,,,,,,,,,,,,,,
"47","Phoenix Suns","ETwaun Moore","Did Not Play",,,,,,,,,,,,,,,,,,,
"47","Phoenix Suns","Ty-Shon Alexander","Did Not Play",,,,,,,,,,,,,,,,,,,
"48","Atlanta Hawks","Bogdan Bogdanović","41:14","6","16",".375","2","6",".333","0","0","","2","5","7","2","1","0","2","3","14","-10"
"48","Atlanta Hawks","Trae Young","37:50","6","16",".375","1","7",".143","8","9",".889","1","2","3","11","1","0","4","1","21","-11"
"48","Atlanta Hawks","John Collins","34:50","4","11",".364","0","1",".000","0","0","","4","6","10","1","0","2","1","6","8","-9"
"48","Atlanta Hawks","Clint Capela","27:38","5","7",".714","0","0","","0","0","","3","5","8","1","0","0","3","5","10","-25"
"48","Atlanta Hawks","Solomon Hill","8:10","0","2",".000","0","2",".000","0","0","","0","2","2","0","0","0","0","0","0","-18"
"48","Atlanta Hawks","Kevin Huerter","35:38","8","10",".800","3","5",".600","1","1","1.000","0","2","2","2","0","2","4","2","20","+4"
"48","Atlanta Hawks","Danilo Gallinari","26:02","7","15",".467","5","9",".556","2","2","1.000","0","9","9","2","0","0","0","2","21","+2"
"48","Atlanta Hawks","Lou Williams","15:09","1","3",".333","0","0","","4","4","1.000","1","0","1","1","0","0","3","0","6","-11"
"48","Atlanta Hawks","Onyeka Okongwu","5:52","0","1",".000","0","0","","0","0","","1","1","2","0","0","1","0","2","0","0"
"48","Atlanta Hawks","Tony Snell","2:43","0","1",".000","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-2"
"48","Atlanta Hawks","Nathan Knight","1:38","1","1","1.000","0","0","","0","2",".000","0","1","1","0","0","0","0","0","2","0"
"48","Atlanta Hawks","Bruno Fernando","1:38","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0"
"48","Atlanta Hawks","Skylar Mays","1:38","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0"
"48","Atlanta Hawks","DeAndre Hunter","Did Not Dress",,,,,,,,,,,,,,,,,,,
"48","Philadelphia 76ers","Tobias Harris","36:49","11","19",".579","0","1",".000","0","0","","1","5","6","4","1","1","2","1","22","+11"
"48","Philadelphia 76ers","Joel Embiid","34:40","13","25",".520","2","5",".400","12","16",".750","1","12","13","2","2","1","3","5","40","+14"
"48","Philadelphia 76ers","Ben Simmons","34:31","2","3",".667","0","0","","0","2",".000","0","3","3","7","2","1","2","2","4","+10"
"48","Philadelphia 76ers","Seth Curry","28:52","8","13",".615","5","6",".833","0","1",".000","0","0","0","2","0","0","0","3","21","+13"
"48","Philadelphia 76ers","Danny Green","25:50","2","6",".333","1","5",".200","0","0","","1","2","3","8","2","1","0","0","5","+12"
"48","Philadelphia 76ers","Matisse Thybulle","23:38","1","2",".500","0","1",".000","0","1",".000","0","1","1","0","0","2","0","3","2","+8"
"48","Philadelphia 76ers","George Hill","18:34","2","4",".500","0","0","","0","0","","0","1","1","2","2","1","0","0","4","+6"
"48","Philadelphia 76ers","Shake Milton","14:15","5","8",".625","4","5",".800","0","0","","0","3","3","1","0","0","0","3","14","+15"
"48","Philadelphia 76ers","Dwight Howard","10:42","2","2","1.000","0","0","","2","2","1.000","3","3","6","1","0","0","0","0","6","+8"
"48","Philadelphia 76ers","Furkan Korkmaz","6:00","0","3",".000","0","2",".000","0","0","","0","0","0","0","1","1","0","1","0","-11"
"48","Philadelphia 76ers","Tyrese Maxey","5:06","0","2",".000","0","1",".000","0","0","","0","1","1","2","0","0","0","0","0","-4"
"48","Philadelphia 76ers","Mike Scott","1:03","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","-2"
"48","Philadelphia 76ers","Anthony Tolliver","Did Not Play",,,,,,,,,,,,,,,,,,,
"48","Philadelphia 76ers","Paul Reed","Did Not Play",,,,,,,,,,,,,,,,,,,
"48","Philadelphia 76ers","Isaiah Joe","Did Not Play",,,,,,,,,,,,,,,,,,,
"49","Los Angeles Clippers","Paul George","37:00","4","17",".235","3","8",".375","9","10",".900","0","10","10","2","0","0","2","2","20","-3"
"49","Los Angeles Clippers","Kawhi Leonard","35:57","9","19",".474","1","4",".250","4","4","1.000","3","4","7","3","1","0","0","4","23","-12"
"49","Los Angeles Clippers","Marcus Morris","33:15","4","14",".286","1","9",".111","0","0","","2","1","3","1","1","1","1","2","9","0"
"49","Los Angeles Clippers","Nicolas Batum","20:49","2","4",".500","2","4",".500","0","0","","0","4","4","2","1","0","1","2","6","-9"
"49","Los Angeles Clippers","Reggie Jackson","17:01","3","6",".500","3","5",".600","0","0","","0","0","0","3","0","0","1","6","9","-7"
"49","Los Angeles Clippers","Luke Kennard","29:17","7","9",".778","4","6",".667","0","0","","1","1","2","0","0","0","0","1","18","+4"
"49","Los Angeles Clippers","Rajon Rondo","28:05","1","3",".333","1","2",".500","2","2","1.000","1","4","5","6","0","0","2","0","5","-3"
"49","Los Angeles Clippers","Ivica Zubac","20:25","3","5",".600","0","0","","5","7",".714","2","4","6","3","0","3","0","4","11","-1"
"49","Los Angeles Clippers","Terance Mann","8:03","1","2",".500","0","0","","0","0","","0","1","1","1","0","0","0","0","2","+4"
"49","Los Angeles Clippers","Patrick Beverley","6:09","0","3",".000","0","2",".000","0","0","","0","1","1","1","0","1","0","0","0","+6"
"49","Los Angeles Clippers","DeMarcus Cousins","3:59","2","3",".667","1","2",".500","1","1","1.000","0","3","3","0","0","1","1","3","6","+6"
"49","Los Angeles Clippers","Yogi Ferrell","Did Not Play",,,,,,,,,,,,,,,,,,,
"49","Los Angeles Clippers","Daniel Oturu","Did Not Play",,,,,,,,,,,,,,,,,,,
"49","Los Angeles Clippers","Amir Coffey","Did Not Play",,,,,,,,,,,,,,,,,,,
"49","Los Angeles Clippers","Patrick Patterson","Did Not Play",,,,,,,,,,,,,,,,,,,
"49","Utah Jazz","Bojan Bogdanović","37:59","6","14",".429","3","6",".500","3","3","1.000","0","5","5","1","1","0","0","2","18","+12"
"49","Utah Jazz","Donovan Mitchell","36:52","16","30",".533","6","15",".400","7","8",".875","0","3","3","5","1","1","3","0","45","+5"
"49","Utah Jazz","Royce ONeale","35:49","2","5",".400","0","3",".000","4","4","1.000","4","7","11","3","1","1","1","4","8","+5"
"49","Utah Jazz","Rudy Gobert","33:16","2","6",".333","0","0","","6","9",".667","3","9","12","0","0","2","2","5","10","+5"
"49","Utah Jazz","Joe Ingles","32:23","3","12",".250","1","8",".125","1","2",".500","0","3","3","7","0","0","1","3","8","+4"
"49","Utah Jazz","Jordan Clarkson","28:22","6","18",".333","6","14",".429","0","0","","0","2","2","1","1","0","0","0","18","0"
"49","Utah Jazz","Derrick Favors","14:44","1","1","1.000","0","0","","0","0","","3","3","6","1","1","2","0","4","2","-2"
"49","Utah Jazz","Georges Niang","12:53","1","4",".250","1","3",".333","0","0","","0","2","2","0","0","0","0","2","3","-9"
"49","Utah Jazz","Miye Oni","7:42","0","1",".000","0","1",".000","0","0","","2","0","2","0","0","0","0","4","0","-5"
"49","Utah Jazz","Matt Thomas","Did Not Play",,,,,,,,,,,,,,,,,,,
"49","Utah Jazz","Jarrell Brantley","Did Not Play",,,,,,,,,,,,,,,,,,,
"49","Utah Jazz","Juwan Morgan","Did Not Play",,,,,,,,,,,,,,,,,,,
"49","Utah Jazz","Ersan İlyasova","Did Not Play",,,,,,,,,,,,,,,,,,,
"49","Utah Jazz","Trent Forrest","Did Not Play",,,,,,,,,,,,,,,,,,,
"49","Utah Jazz","Elijah Hughes","Did Not Play",,,,,,,,,,,,,,,,,,,
"50","Denver Nuggets","Nikola Jokić","29:34","9","17",".529","1","3",".333","5","6",".833","4","9","13","6","1","0","2","1","24","-14"
"50","Denver Nuggets","Facundo Campazzo","29:03","1","7",".143","1","5",".200","0","0","","0","4","4","2","1","0","1","4","3","-13"
"50","Denver Nuggets","Michael Porter Jr.","27:36","3","13",".231","2","9",".222","3","4",".750","1","5","6","1","0","0","1","4","11","-26"
"50","Denver Nuggets","Austin Rivers","24:39","2","5",".400","1","4",".250","1","2",".500","0","0","0","1","1","0","0","3","6","-21"
"50","Denver Nuggets","Aaron Gordon","20:11","3","7",".429","0","1",".000","0","0","","0","1","1","0","0","0","1","2","6","-17"
"50","Denver Nuggets","JaMychal Green","23:36","2","5",".400","0","1",".000","0","0","","1","4","5","1","0","0","2","2","4","-12"
"50","Denver Nuggets","Monte Morris","22:09","1","7",".143","1","3",".333","0","0","","3","2","5","3","0","0","0","0","3","-19"
"50","Denver Nuggets","Will Barton","15:49","4","8",".500","2","5",".400","0","0","","0","1","1","3","0","1","0","0","10","-2"
"50","Denver Nuggets","Paul Millsap","11:33","4","8",".500","3","5",".600","0","2",".000","2","4","6","2","0","2","3","3","11","-11"
"50","Denver Nuggets","Markus Howard","10:42","2","6",".333","1","4",".250","1","2",".500","0","0","0","1","0","0","0","0","6","-8"
"50","Denver Nuggets","JaVale McGee","6:53","1","3",".333","0","1",".000","1","2",".500","0","1","1","1","0","2","0","0","3","0"
"50","Denver Nuggets","Zeke Nnaji","6:05","2","2","1.000","1","1","1.000","1","2",".500","0","0","0","0","0","0","0","0","6","+6"
"50","Denver Nuggets","Vlatko Čančar","6:05","2","2","1.000","1","1","1.000","0","0","","0","1","1","0","0","0","0","0","5","+6"
"50","Denver Nuggets","Shaquille Harrison","6:05","0","0","","0","0","","0","0","","0","3","3","3","1","1","1","2","0","+6"
"50","Denver Nuggets","Bol Bol","Did Not Play",,,,,,,,,,,,,,,,,,,
"50","Phoenix Suns","Devin Booker","33:04","6","14",".429","3","7",".429","3","3","1.000","0","10","10","2","1","0","2","1","18","+16"
"50","Phoenix Suns","Chris Paul","30:31","6","10",".600","2","2","1.000","3","3","1.000","1","4","5","15","0","1","0","2","17","+26"
"50","Phoenix Suns","Mikal Bridges","28:36","5","12",".417","2","8",".250","4","4","1.000","1","1","2","0","0","0","0","2","16","+28"
"50","Phoenix Suns","Deandre Ayton","25:40","6","10",".600","0","0","","3","4",".750","2","8","10","0","0","0","3","2","15","+16"
"50","Phoenix Suns","Jae Crowder","25:28","4","5",".800","3","4",".750","0","0","","0","5","5","0","1","1","0","1","11","+20"
"50","Phoenix Suns","Cameron Johnson","20:11","2","8",".250","2","5",".400","1","2",".500","0","3","3","0","1","0","0","0","7","+12"
"50","Phoenix Suns","Dario Šarić","16:15","3","6",".500","2","3",".667","0","0","","0","4","4","1","0","0","0","1","8","+15"
"50","Phoenix Suns","Cameron Payne","15:15","3","5",".600","1","3",".333","0","0","","0","3","3","1","0","0","1","5","7","+9"
"50","Phoenix Suns","Torrey Craig","14:35","4","8",".500","1","2",".500","1","1","1.000","2","2","4","3","0","1","0","1","10","+13"
"50","Phoenix Suns","ETwaun Moore","6:05","3","6",".500","1","2",".500","0","0","","0","1","1","1","0","0","1","0","7","-6"
"50","Phoenix Suns","Frank Kaminsky","6:05","2","3",".667","1","1","1.000","0","0","","0","2","2","2","0","0","0","0","5","-6"
"50","Phoenix Suns","Jevon Carter","6:05","1","3",".333","0","1",".000","0","0","","0","0","0","2","0","0","0","0","2","-6"
"50","Phoenix Suns","Langston Galloway","6:05","0","2",".000","0","0","","0","0","","0","1","1","0","0","1","0","1","0","-6"
"50","Phoenix Suns","Jalen Smith","6:05","0","2",".000","0","0","","0","0","","2","0","2","0","0","0","0","2","0","-6"
"50","Phoenix Suns","Ty-Shon Alexander","Did Not Play",,,,,,,,,,,,,,,,,,,
"51","Milwaukee Bucks","Jrue Holiday","45:33","4","14",".286","1","4",".250","0","0","","0","4","4","5","1","0","2","2","9","+6"
"51","Milwaukee Bucks","Khris Middleton","43:59","12","25",".480","3","6",".500","8","9",".889","0","15","15","1","0","0","3","3","35","+3"
